Ticker,Type,CUSIP,ISIN,Assets Under Management,Primary Exchange,Inception Date,Gross Expense Ratio,Net Expense Ratio *,Typical Number of Holdings,Shares Outstanding,30 Day Median Mid Bid-Ask Spread,IOPV Ticker,Portfolio Managers
WUGI,Active Equity ETF,296582109,US2965821091,$ 2.5 million,Cboe BZX Exchange,3/26/2020,0.98%,0.75%,25 - 45,"100,000",-,WUGIIV,"Qingdong (Bruce) Liu Ph.D., CFA"
