file,round,tick,seconds,att_team,vic_team,att_side,vic_side,hp_dmg,arm_dmg,is_bomb_planted,bomb_site,hitbox,wp,wp_type,att_id,att_rank,vic_id,vic_rank,att_pos_x,att_pos_y,vic_pos_x,vic_pos_y
esea_match_13770997.dem,14,154560,1207.413,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,46,15,FALSE,,Head,AK47,Rifle,76561198055054700,0,76561197961009200,0,-1512.503,-422.2603,-1725.017,-951.5653
esea_match_13770997.dem,14,154990,1210.654,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,18,2,FALSE,,Chest,CZ,Pistol,76561198037331400,0,76561198169360500,0,-2291.854,-781.1664,-2262.76,-6.104805
esea_match_13770997.dem,14,155094,1211.469,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,19,2,FALSE,,Chest,CZ,Pistol,76561198037331400,0,76561198169360500,0,-2241.772,-700.4983,-2342.012,-33.51932
esea_match_13770997.dem,14,155128,1211.735,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,19,2,FALSE,,Chest,CZ,Pistol,76561198037331400,0,76561198169360500,0,-2252.959,-700.0647,-2363.363,-37.0538
esea_match_13770997.dem,14,155154,1211.938,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,24,3,FALSE,,Stomach,CZ,Pistol,76561198037331400,0,76561198169360500,0,-2251.276,-699.8085,-2377.574,-39.38825
esea_match_13770997.dem,14,155312,1213.176,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,20,3,FALSE,,Chest,CZ,Pistol,76561198133908300,0,76561198169360500,0,-2609.546,3.106555,-2495.334,-13.80064
esea_match_13770997.dem,14,156068,1219.095,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,99,15,FALSE,,Head,AK47,Rifle,76561198798659600,0,76561198055054700,0,-760.1825,-59.73942,-1218.764,-229.423
esea_match_13770997.dem,14,157844,1233.002,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,100,1,FALSE,,Stomach,AWP,Sniper,76561198133908300,0,76561198048742900,0,-1955.95,647.0739,-2396.264,1051.859
esea_match_13770997.dem,15,162890,1272.185,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,1,0,FALSE,,Generic,Molotov,Grenade,76561198037331400,0,76561198169360500,0,-2622.352,-1609.395,-2760.97,-910.8252
esea_match_13770997.dem,15,162890,1272.185,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,1,0,FALSE,,Generic,Molotov,Grenade,76561198037331400,0,76561198169360500,0,-2622.352,-1609.395,-2760.97,-910.8252
esea_match_13770997.dem,15,163012,1273.14,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,1,0,FALSE,,Generic,Incendiary,Grenade,76561198037331400,0,76561198169360500,0,-2648.32,-1615.117,-2739.661,-905.6768
esea_match_13770997.dem,15,163036,1273.328,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,2,0,FALSE,,Generic,Incendiary,Grenade,76561198037331400,0,76561198169360500,0,-2661.885,-1619.602,-2775.965,-899.537
esea_match_13770997.dem,15,163062,1273.531,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,3,0,FALSE,,Generic,Incendiary,Grenade,76561198037331400,0,76561198169360500,0,-2664.129,-1620.34,-2824.404,-898.9245
esea_match_13770997.dem,15,163088,1273.735,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,4,0,FALSE,,Generic,Incendiary,Grenade,76561198037331400,0,76561198169360500,0,-2663.145,-1618.454,-2874.938,-903.8965
esea_match_13770997.dem,15,163114,1273.939,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,4,0,FALSE,,Generic,Incendiary,Grenade,76561198037331400,0,76561198169360500,0,-2663.497,-1598.484,-2923.625,-923.1209
esea_match_13770997.dem,15,163458,1276.632,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,24,1,FALSE,,Chest,FiveSeven,Pistol,76561198165334100,0,76561198037331400,0,-2114.884,-1327.931,-2483.712,-1282.805
esea_match_13770997.dem,15,163496,1276.93,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,24,1,FALSE,,Chest,FiveSeven,Pistol,76561198165334100,0,76561198037331400,0,-2093.41,-1319.183,-2475.19,-1288.648
esea_match_13770997.dem,15,163594,1277.697,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,100,1,FALSE,,Stomach,AWP,Sniper,76561198082200400,0,76561198165334100,0,-2349.934,-1358.067,-2049.348,-1273.814
esea_match_13770997.dem,15,164020,1281.033,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,79,16,FALSE,,Head,Famas,Rifle,76561198048742900,0,76561198082200400,0,-2776.916,-1704.759,-2348.025,-1109.954
esea_match_13770997.dem,15,164032,1281.127,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,19,4,FALSE,,Chest,Famas,Rifle,76561198048742900,0,76561198082200400,0,-2775.327,-1704.029,-2347.756,-1109.151
esea_match_13770997.dem,15,164066,1281.393,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,2,5,FALSE,,Stomach,Famas,Rifle,76561198048742900,0,76561198082200400,0,-2777.167,-1702.687,-2350.038,-1110.854
esea_match_13770997.dem,15,164208,1282.505,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,27,3,FALSE,,RightArm,AK47,Rifle,76561197961009200,0,76561198048742900,0,-2332.752,-1300.974,-2764.492,-1564.56
esea_match_13770997.dem,15,164222,1282.615,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,34,4,FALSE,,Stomach,AK47,Rifle,76561197961009200,0,76561198048742900,0,-2332.002,-1299.862,-2762.082,-1563.305
esea_match_13770997.dem,15,164246,1282.802,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,20,4,FALSE,,Chest,Famas,Rifle,76561198048742900,0,76561197961009200,0,-2759.758,-1566.634,-2331.185,-1301.27
esea_match_13770997.dem,15,164248,1282.818,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,39,15,FALSE,,Head,AK47,Rifle,76561197961009200,0,76561198048742900,0,-2331.073,-1301.456,-2759.479,-1567.084
esea_match_13770997.dem,15,164799,1287.125,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,22,3,FALSE,,Stomach,Swag7,Heavy,76561198055191000,0,76561198133908300,0,-391.2157,-248.9998,-495.4348,-290.6244
esea_match_13770997.dem,15,164799,1287.125,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,18,3,FALSE,,Chest,Swag7,Heavy,76561198055191000,0,76561198133908300,0,-391.2157,-248.9998,-495.4348,-290.6244
esea_match_13770997.dem,15,164799,1287.125,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,22,3,FALSE,,Stomach,Swag7,Heavy,76561198055191000,0,76561198133908300,0,-391.2157,-248.9998,-495.4348,-290.6244
esea_match_13770997.dem,15,164799,1287.125,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,18,3,FALSE,,Chest,Swag7,Heavy,76561198055191000,0,76561198133908300,0,-391.2157,-248.9998,-495.4348,-290.6244
esea_match_13770997.dem,15,164799,1287.125,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,22,3,FALSE,,Stomach,Swag7,Heavy,76561198055191000,0,76561198133908300,0,-391.2157,-248.9998,-495.4348,-290.6244
esea_match_13770997.dem,15,165015,1288.816,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,17,2,FALSE,,Chest,Swag7,Heavy,76561198055191000,0,76561198798659600,0,-373.2118,-138.9175,-446.2587,-315.1785
esea_match_13770997.dem,15,165015,1288.816,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,17,2,FALSE,,Chest,Swag7,Heavy,76561198055191000,0,76561198798659600,0,-373.2118,-138.9175,-446.2587,-315.1785
esea_match_13770997.dem,15,165015,1288.816,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,17,2,FALSE,,Chest,Swag7,Heavy,76561198055191000,0,76561198798659600,0,-373.2118,-138.9175,-446.2587,-315.1785
esea_match_13770997.dem,15,165015,1288.816,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,17,2,FALSE,,Chest,Swag7,Heavy,76561198055191000,0,76561198798659600,0,-373.2118,-138.9175,-446.2587,-315.1785
esea_match_13770997.dem,15,165015,1288.816,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,17,2,FALSE,,Chest,Swag7,Heavy,76561198055191000,0,76561198798659600,0,-373.2118,-138.9175,-446.2587,-315.1785
esea_match_13770997.dem,15,165015,1288.816,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,17,2,FALSE,,Chest,Swag7,Heavy,76561198055191000,0,76561198798659600,0,-373.2118,-138.9175,-446.2587,-315.1785
esea_match_13770997.dem,15,165345,1291.338,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,52,1,FALSE,,RightArm,AWP,Sniper,76561198169360500,0,76561198037331400,0,-2128.256,833.3509,-2568.609,223.0679
esea_match_13770997.dem,15,165671,1293.89,Hentai Hooligans,Animal Style,Terrorist,CounterTerrorist,100,0,FALSE,,Head,AK47,Rifle,76561197961009200,0,76561198055054700,0,-878.3763,-332.6245,-1258.015,-274.4265
esea_match_13770997.dem,15,165811,1294.986,Animal Style,Hentai Hooligans,CounterTerrorist,Terrorist,80,15,FALSE,,Head,AK47,Rifle,76561198055191000,0,76561197961009200,0,-782.4779,59.79822,-935.1504,-219.9604
esea_match_13770997.dem,16,174053,1359.148,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,100,0,FALSE,,Head,USP,Pistol,76561198037331400,0,76561198055054700,0,-2913.368,-1329.875,-1911.209,-2367.654
esea_match_13770997.dem,16,174129,1359.743,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,10,5,FALSE,,LeftArm,Glock,Pistol,76561198055191000,0,76561198798659600,0,-1814.484,-2218.536,-2658.534,-1703.373
esea_match_13770997.dem,16,174147,1359.884,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,15,0,FALSE,,LeftLeg,Glock,Pistol,76561198169360500,0,76561198798659600,0,-1797.397,-2379.383,-2648.58,-1674.435
esea_match_13770997.dem,16,174171,1360.072,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,15,0,FALSE,,LeftLeg,Glock,Pistol,76561198169360500,0,76561198798659600,0,-1795.423,-2377.013,-2637.149,-1634.893
esea_match_13770997.dem,16,174177,1360.119,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,10,6,FALSE,,RightArm,Glock,Pistol,76561198165334100,0,76561198798659600,0,-2107.469,-2218.718,-2633.814,-1623.36
esea_match_13770997.dem,16,174181,1360.15,Hentai Hooligans,Hentai Hooligans,CounterTerrorist,CounterTerrorist,5,2,FALSE,,Chest,USP,Pistol,76561198037331400,0,76561198798659600,0,-2900.294,-1355.797,-2632.385,-1618.417
esea_match_13770997.dem,16,174181,1360.15,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,12,7,FALSE,,Stomach,Glock,Pistol,76561198055191000,0,76561198798659600,0,-1825.985,-2237.619,-2632.385,-1618.417
esea_match_13770997.dem,16,174201,1360.307,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,10,5,FALSE,,LeftArm,Glock,Pistol,76561198055191000,0,76561198798659600,0,-1838.516,-2251.255,-2632.177,-1588.716
esea_match_13770997.dem,16,174577,1363.251,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,17,8,FALSE,,Stomach,USP,Pistol,76561198798659600,0,76561198169360500,0,-2738.387,-1562.988,-1855.2,-2295.5
esea_match_13770997.dem,16,174831,1365.24,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,100,0,FALSE,,Head,USP,Pistol,76561198082200400,0,76561198165334100,0,-2774.314,-1445.704,-2229.889,-2223.301
esea_match_13770997.dem,16,174999,1366.555,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,14,7,FALSE,,Chest,USP,Pistol,76561198082200400,0,76561198169360500,0,-2814.756,-1541.168,-1992.965,-2232.532
esea_match_13770997.dem,16,175041,1366.884,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,10,5,FALSE,,RightArm,Glock,Pistol,76561198169360500,0,76561198082200400,0,-1983.644,-2223.105,-2791.488,-1515.689
esea_match_13770997.dem,16,175063,1367.056,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,12,6,FALSE,,RightArm,Glock,Pistol,76561198055191000,0,76561198082200400,0,-2457.693,-1790.908,-2799.283,-1524.891
esea_match_13770997.dem,16,175073,1367.135,Animal Style,Animal Style,Terrorist,Terrorist,6,0,FALSE,,LeftLeg,Glock,Pistol,76561198169360500,0,76561198055191000,0,-1982.415,-2222.452,-2460.986,-1795.177
esea_match_13770997.dem,16,175073,1367.135,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,2,1,FALSE,,Chest,Glock,Pistol,76561198169360500,0,76561198082200400,0,-1982.415,-2222.452,-2802.575,-1528.781
esea_match_13770997.dem,16,175233,1368.387,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,12,7,FALSE,,Chest,Glock,Pistol,76561198055191000,0,76561198082200400,0,-2513.622,-1779.201,-2753.151,-1473.447
esea_match_13770997.dem,16,175519,1370.627,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,14,7,FALSE,,Chest,USP,Pistol,76561198798659600,0,76561198169360500,0,-2813.077,-1435.43,-2210.406,-2207.72
esea_match_13770997.dem,16,175555,1370.909,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,14,7,FALSE,,Chest,USP,Pistol,76561198798659600,0,76561198169360500,0,-2784.268,-1431.651,-2185.926,-2189.611
esea_match_13770997.dem,16,175583,1371.128,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,14,7,FALSE,,Chest,USP,Pistol,76561198798659600,0,76561198169360500,0,-2775.058,-1427.695,-2172.814,-2179.011
esea_match_13770997.dem,16,175621,1371.426,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,14,7,FALSE,,Chest,USP,Pistol,76561198798659600,0,76561198169360500,0,-2785.598,-1436.13,-2155.633,-2164.794
esea_match_13770997.dem,16,175707,1372.099,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,16,0,FALSE,,LeftLeg,Glock,Pistol,76561198169360500,0,76561198798659600,0,-2172.799,-2179.951,-2801.851,-1449.877
esea_match_13770997.dem,16,175729,1372.271,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,20,10,FALSE,,Stomach,USP,Pistol,76561198798659600,0,76561198055191000,0,-2794.758,-1442.207,-2545.655,-1775.089
esea_match_13770997.dem,16,175729,1372.271,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,13,0,FALSE,,Head,USP,Pistol,76561198798659600,0,76561198169360500,0,-2794.758,-1442.207,-2179.068,-2185.237
esea_match_13770997.dem,16,175749,1372.428,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,7,0,FALSE,,Head,Glock,Pistol,76561198055191000,0,76561198798659600,0,-2541.082,-1771.259,-2797.837,-1442.987
esea_match_13770997.dem,16,175751,1372.443,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,74,0,FALSE,,Head,USP,Pistol,76561198082200400,0,76561198055191000,0,-2750.299,-1443.732,-2539.686,-1770.163
esea_match_13770997.dem,16,175991,1374.323,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,100,0,FALSE,,Head,USP,Pistol,76561197961009200,0,76561198048742900,0,-725.6715,-977.1675,-567.5793,-813.2678
esea_match_13770997.dem,17,180551,1409.95,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,31,0,FALSE,,Chest,M4A4,Rifle,76561198037331400,0,76561198169360500,0,-2198.411,-611.4026,-2661.51,-1506.214
esea_match_13770997.dem,17,180575,1410.138,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,10,5,FALSE,,Chest,Glock,Pistol,76561198169360500,0,76561198037331400,0,-2664.121,-1490.546,-2203.938,-608.6542
esea_match_13770997.dem,17,180585,1410.217,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,31,0,FALSE,,Chest,M4A4,Rifle,76561198037331400,0,76561198169360500,0,-2207.088,-607.0805,-2666.072,-1482.985
esea_match_13770997.dem,17,180597,1410.311,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,31,0,FALSE,,Chest,M4A4,Rifle,76561198037331400,0,76561198169360500,0,-2209.795,-605.7173,-2668.002,-1477.173
esea_match_13770997.dem,17,180609,1410.405,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,7,0,FALSE,,Head,M4A4,Rifle,76561198037331400,0,76561198169360500,0,-2212.628,-604.2834,-2672.16,-1473.182
esea_match_13770997.dem,17,180619,1410.483,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,26,5,FALSE,,Stomach,M4A4,Rifle,76561198037331400,0,76561198055054700,0,-2215.169,-602.9894,-2722.483,-1596.654
esea_match_13770997.dem,17,180673,1410.906,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,17,2,FALSE,,Chest,CZ,Pistol,76561198048742900,0,76561198037331400,0,-2575.912,-1476.323,-2217.682,-601.8167
esea_match_13770997.dem,17,180701,1411.125,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,21,4,FALSE,,Chest,M4A4,Rifle,76561198037331400,0,76561198048742900,0,-2221.977,-600.1857,-2602.435,-1459.266
esea_match_13770997.dem,17,180733,1411.376,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,17,2,FALSE,,Chest,CZ,Pistol,76561198048742900,0,76561198037331400,0,-2590.05,-1464.627,-2228.699,-597.436
esea_match_13770997.dem,17,180767,1411.642,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,56,10,FALSE,,Head,CZ,Pistol,76561198048742900,0,76561198037331400,0,-2570.87,-1472.957,-2231.442,-592.4515
esea_match_13770997.dem,17,181635,1418.438,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,91,0,FALSE,,Head,MP9,SMG,76561198082200400,0,76561198165334100,0,-1920.061,-1291.241,-2369.471,-1293.388
esea_match_13770997.dem,17,181645,1418.517,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,9,0,FALSE,,Head,MP9,SMG,76561198082200400,0,76561198165334100,0,-1920.021,-1290.419,-2369.357,-1293.716
esea_match_13770997.dem,17,181969,1421.054,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,17,4,FALSE,,Stomach,UMP,SMG,76561198133908300,0,76561198048742900,0,-2519.01,335.9345,-2209.71,-395.1578
esea_match_13770997.dem,17,181979,1421.132,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,18,2,FALSE,,Chest,CZ,Pistol,76561198048742900,0,76561198133908300,0,-2211.857,-391.3068,-2518.935,335.8394
esea_match_13770997.dem,17,181991,1421.226,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,14,3,FALSE,,Chest,UMP,SMG,76561198133908300,0,76561198048742900,0,-2512.865,338.2842,-2219.319,-391.4032
esea_match_13770997.dem,17,182011,1421.383,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,27,5,FALSE,,Stomach,M4A4,Rifle,76561198055191000,0,76561198082200400,0,-2717.624,-1137.27,-2192.976,-1320.99
esea_match_13770997.dem,17,182025,1421.492,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,23,0,FALSE,,RightLeg,M4A4,Rifle,76561198055191000,0,76561198082200400,0,-2717.006,-1135.453,-2197.928,-1320.416
esea_match_13770997.dem,17,182035,1421.571,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,23,0,FALSE,,RightLeg,M4A4,Rifle,76561198055191000,0,76561198082200400,0,-2716.411,-1133.713,-2197.063,-1315.646
esea_match_13770997.dem,17,182037,1421.586,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,16,0,FALSE,,RightLeg,UMP,SMG,76561198133908300,0,76561198048742900,0,-2492.947,346.0587,-2242.24,-399.6559
esea_match_13770997.dem,17,182039,1421.602,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,13,4,FALSE,,Chest,MP9,SMG,76561198082200400,0,76561198055191000,0,-2196.579,-1313.808,-2716.144,-1132.934
esea_match_13770997.dem,17,182047,1421.665,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,18,2,FALSE,,RightArm,CZ,Pistol,76561198048742900,0,76561198133908300,0,-2241.732,-399.4791,-2489.184,347.6244
esea_match_13770997.dem,17,182047,1421.665,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,27,5,FALSE,,Stomach,M4A4,Rifle,76561198055191000,0,76561198082200400,0,-2715.738,-1131.777,-2195.521,-1310.133
esea_match_13770997.dem,17,182059,1421.759,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,18,2,FALSE,,RightArm,CZ,Pistol,76561198048742900,0,76561198133908300,0,-2240.629,-399.0896,-2486.482,348.5126
esea_match_13770997.dem,17,182061,1421.774,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,14,3,FALSE,,Chest,UMP,SMG,76561198133908300,0,76561198048742900,0,-2486.013,348.6623,-2240.415,-399.014
esea_match_13770997.dem,17,182073,1421.868,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,18,15,FALSE,,Head,UMP,SMG,76561198133908300,0,76561198048742900,0,-2483.813,349.3713,-2239.025,-398.524
esea_match_13770997.dem,17,185113,1445.594,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,14,7,FALSE,,Chest,USP,Pistol,76561198798659600,0,76561198055054700,0,-3019.351,-1718.257,-2674.087,-917.105
esea_match_13770997.dem,17,185143,1445.829,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,14,7,FALSE,,Chest,USP,Pistol,76561198798659600,0,76561198055054700,0,-3014.286,-1739.961,-2686.834,-922.4545
esea_match_13770997.dem,17,185213,1446.377,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,14,7,FALSE,,Chest,USP,Pistol,76561198798659600,0,76561198055054700,0,-2995.697,-1750.695,-2655.552,-929.2458
esea_match_13770997.dem,17,185243,1446.612,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,14,7,FALSE,,Chest,USP,Pistol,76561198798659600,0,76561198055054700,0,-3005.41,-1746.641,-2649.558,-931.7858
esea_match_13770997.dem,17,185259,1446.737,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,22,3,FALSE,,Stomach,CZ,Pistol,76561198055054700,0,76561198798659600,0,-2650.196,-931.4894,-3007.213,-1745.882
esea_match_13770997.dem,17,185287,1446.956,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,21,4,FALSE,,Chest,M4A4,Rifle,76561198055191000,0,76561198798659600,0,-2635.146,-875.6144,-3009.49,-1744.894
esea_match_13770997.dem,17,185289,1446.972,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,18,2,FALSE,,Chest,CZ,Pistol,76561198055054700,0,76561198798659600,0,-2641.342,-935.3982,-3009.787,-1744.76
esea_match_13770997.dem,17,185309,1447.129,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,39,18,FALSE,,Head,M4A4,Rifle,76561198055191000,0,76561198798659600,0,-2636.252,-875.1334,-3006.936,-1745.92
esea_match_13770997.dem,17,185831,1451.216,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,2,0,FALSE,,Generic,HE,Grenade,76561198133908300,0,76561198055191000,0,-2233.926,-287.9308,-2880.525,-928.2012
esea_match_13770997.dem,17,192591,1504.07,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,18,6,FALSE,,Stomach,M4A4,Rifle,76561197961009200,0,76561198055054700,0,-1124.755,268.3411,-1155.146,-96.4604
esea_match_13770997.dem,17,192867,1506.232,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,12,3,FALSE,,Chest,UMP,SMG,76561198133908300,0,76561198055191000,0,-1830.544,587.8023,-1062.614,-141.9283
esea_match_13770997.dem,17,192889,1506.404,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,12,3,FALSE,,RightArm,UMP,SMG,76561198133908300,0,76561198055191000,0,-1827.426,591.0583,-1068.367,-150.0754
esea_match_13770997.dem,17,192923,1506.67,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,21,4,FALSE,,Chest,M4A4,Rifle,76561198055191000,0,76561198133908300,0,-1061.549,-143.6374,-1840.716,577.9312
esea_match_13770997.dem,17,192969,1507.03,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,15,3,FALSE,,Chest,M4A4,Rifle,76561198055191000,0,76561198133908300,0,-1063.366,-145.5708,-1857.454,552.4843
esea_match_13770997.dem,17,193103,1508.079,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,24,0,FALSE,,LeftLeg,M4A4,Rifle,76561198055191000,0,76561197961009200,0,-1146.418,-231.2758,-1470.246,-167.7657
esea_match_13770997.dem,17,193103,1508.079,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,22,4,FALSE,,Chest,M4A4,Rifle,76561197961009200,0,76561198055191000,0,-1470.246,-167.7657,-1146.418,-231.2758
esea_match_13770997.dem,17,193115,1508.173,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,22,4,FALSE,,Chest,M4A4,Rifle,76561197961009200,0,76561198055191000,0,-1468.681,-161.6098,-1147.558,-234.5679
esea_match_13770997.dem,17,193137,1508.346,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,28,6,FALSE,,Stomach,M4A4,Rifle,76561198055191000,0,76561197961009200,0,-1145.768,-235.509,-1465.751,-147.3931
esea_match_13770997.dem,17,193149,1508.44,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,17,4,FALSE,,Chest,M4A4,Rifle,76561197961009200,0,76561198055191000,0,-1464.498,-142.339,-1144.156,-235.4908
esea_match_13770997.dem,18,197264,1540.575,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,23,0,FALSE,,Stomach,MP9,SMG,76561198037331400,0,76561198055054700,0,-2898.604,-1595.985,-1839.587,-2217.549
esea_match_13770997.dem,18,197272,1540.638,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,23,0,FALSE,,Stomach,MP9,SMG,76561198037331400,0,76561198055054700,0,-2898.236,-1595.373,-1840.324,-2215.161
esea_match_13770997.dem,18,197308,1540.92,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,18,0,FALSE,,RightArm,MP9,SMG,76561198037331400,0,76561198055054700,0,-2893.808,-1587.705,-1844.289,-2211.225
esea_match_13770997.dem,18,197312,1540.951,Animal Style,Hentai Hooligans,Terrorist,CounterTerrorist,9,5,FALSE,,RightArm,Glock,Pistol,76561198055054700,0,76561198037331400,0,-1844.289,-2210.716,-2893.325,-1586.881
esea_match_13770997.dem,18,197324,1541.045,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,18,0,FALSE,,Chest,MP9,SMG,76561198037331400,0,76561198055054700,0,-2892.406,-1585.318,-1844.397,-2209.87
esea_match_13770997.dem,18,197324,1541.045,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,1,0,FALSE,,Chest,MP9,SMG,76561198037331400,0,76561198165334100,0,-2892.406,-1585.318,-1812.338,-2236.795
esea_match_13770997.dem,18,197334,1541.123,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,18,0,FALSE,,Chest,MP9,SMG,76561198037331400,0,76561198055054700,0,-2894.913,-1589.576,-1844.631,-2210.266
esea_match_13770997.dem,18,197342,1541.186,Hentai Hooligans,Animal Style,CounterTerrorist,Terrorist,22,0,FALSE,,Stomach,MP9,SMG,76561198037331400,0,76561198165334100,0,-2899.016,-1596.501,-1814.391,-2247.433
