"30 Day Effective Yield","30 Day Yield","7 Day Effective Yield","7 Day Yield","Accounting Basis","Accounting Date","Average Days to Maturity ","Average Years to Maturity","Base Currency Code","Cap Factor Long","Cap Factor Short","Change in Distribution Rate","Class Identifier","Closing Market Price","CUSIP","Custody Head Account Number","Daily Distribution","Daily Distribution Rate","Daily Yield","Entity Name","Entity Number","Ex Date","Exchange ","FX Rate ","Fixed Distribution Amount","ISIN","Local Currency","Long Term Cap Gain Distribution","NAV","NAV Change","NAV Expanded (Base Equivalent)","NAV Percent Change","Offering Change","Offering Price","Pay Date","Periodic Distribution Amount","Periodic Distribution Rate","Periodic Income Distribution","Premium (Discount)","Previous Market Price","Prior NAV","Previous Offering Price","Record Date","Redemption Amount","Redemption Exchange Amount","Redemption Exchange Shares","Redemption Shares","Reinvestment Amount","Reinvestment Date","Reinvestment Price","Reinvestment Shares","SEC Yield","Securities at Market Value","Settled Shares","Shares Outstanding","Short Term Cap Gain Distribution","Stock Dividend Rate","Subscription Amount","Subscription Exchange Amount","Subscription Exchange Shares","Subscription Shares","Ticker Symbol","Total Net Assets","Net Cap Stock Activity","Relative Net Asset","AKG(EStG)","IP","VG","TIS","TID","TID_PCT","Prior Accounting Date","Inception Date (Shr Cls)","Inception Date (Fund)","Sub NAV","Red NAV","Local NAV (Cls Level)","Local TNA (Cls Level)","Base NAV (Cls Level)","Base TNA (Cls Level)","Local Shrs Out (Cls Level)","Base Shrs Out (Cls Level)","Base TNA (Fund Level)","Shrs Out (Fund Level)","WKN Indicator","SEDOL","Bloomberg ID","Lipper ID","Reuters ID","BTIS Report Amount","Client Fund ID","Share Class Name","AKG(KStG)"
"                     0.000000000","                     0.000000000","                     0.000000000","                     0.000000000","PRIM","28-APR-20","","","USD","                     0.000000000","                     0.000000000","                     0.000000000","TF","                    28.759900000","296582109","3013240","                     0.000000000","                     0.000000000","                     0.000000000","ESOTERICA NEXTG ECON ETF","1050","","","                     1.000000000","                     0.000000000","US2965821091","USD","                     0.000000000","                28.50047600","                    -0.435401000","                28.50047600","                -1.50470000","                    -0.435401000","                28.50048","","                     0.000000000","                     0.000000000","                     0.000000000","                     0.910000000","                    29.150700000","                    28.935877000","                    28.935877000","","                     0.000000000","                     0.000000000","                     0.000000000","                     0.000000000","                     0.000000000","","                     0.000000000","                     0.000000000","                     0.000000000","             2,739,046.580000000","                     0.000000000","               100,000.0000","                     0.000000000","                     0.000000000","                     0.000000000","                     0.000000000","                     0.000000000","                     0.000000000","WUGI","             2,850,047.57","                     0.000000000","             2,893,587.650000000","","","","","","","27-APR-20","","18-FEB-20","                    28.50","                    28.50","                 0.00000000","                     0.00","                28.50047600","             2,850,047.57","                     0.0000","               100,000.0000","             2,850,047.57","               100,000.0000","","","","","","","","",""
